Date,Open,High,Low,Close,Volume
1984-05-02,16.5744,16.5744,16.502,16.5744,212748
1984-05-03,16.5744,16.6468,16.5744,16.6468,27613
1984-05-04,16.6468,17.0087,16.6468,17.0087,306873
1984-05-09,16.8639,16.8639,16.7915,16.7915,20696
1984-05-10,16.8639,16.9363,16.8639,16.9363,2734
1984-05-11,16.9363,16.9363,16.9363,16.9363,2734
1984-05-15,16.8639,16.8639,16.7915,16.7915,29672
1984-05-16,16.7915,16.8639,16.7915,16.7915,13082
1984-05-17,16.7915,16.7915,16.7915,16.7915,4128
1984-05-18,16.7915,16.8639,16.7915,16.8639,29672
1984-05-21,16.8639,16.8639,16.7915,16.8639,38647
1984-05-23,16.8639,16.8639,16.7915,16.8639,52470
1984-05-24,16.8639,16.8639,16.7915,16.8639,49725
1984-05-25,16.8639,17.081,16.8639,17.081,648647
1984-05-28,17.081,17.081,17.0087,17.0087,4803
1984-05-29,17.0087,17.0087,17.0087,17.0087,33125
1984-05-30,17.0087,17.0087,17.0087,17.0087,29378
1984-05-31,17.0087,17.0087,17.0087,17.0087,675
1984-06-01,17.0087,17.0087,17.0087,17.0087,13790
1984-06-05,17.0087,17.0087,17.0087,17.0087,19313
1984-06-06,17.0087,17.0087,16.9363,17.0087,30380
1984-06-07,17.0087,17.0087,17.0087,17.0087,1350
1984-06-08,17.0087,17.0087,17.0087,17.0087,14465
1984-06-11,17.0087,17.081,17.0087,17.0087,17918
1984-06-12,17.1534,17.5153,17.1534,17.5153,1534291
1984-06-13,17.5153,17.5153,17.4429,17.4429,6884
1984-06-14,17.4429,17.4429,17.4429,17.4429,10370
1984-06-15,17.4429,17.4429,17.4429,17.4429,110508
1984-06-18,17.5153,17.8048,17.5153,17.7324,743982
1984-06-19,17.7324,17.8048,17.6601,17.7324,58004
1984-06-20,17.8048,17.8048,17.8048,17.8048,24835
1984-06-21,17.8048,17.8048,17.8048,17.8048,6884
1984-06-22,17.8048,17.8048,17.8048,17.8048,1350
1984-06-25,17.8048,18.4562,17.8048,18.3115,330925
1984-06-26,18.3838,18.4562,18.3838,18.4562,55226
1984-06-27,18.5286,19.18,18.5286,19.18,395269
1984-06-28,19.1076,19.1076,18.8905,19.0352,113274
1984-06-29,19.0352,19.0352,19.0352,19.0352,450397
1984-07-02,18.9629,18.9629,18.8181,18.8181,308060
1984-07-03,18.8181,18.8905,18.8181,18.8181,80345
1984-07-04,18.7457,18.7457,18.4562,18.5286,63614
1984-07-05,18.5286,18.5286,18.4562,18.4562,11720
1984-07-06,18.4562,18.4562,18.3115,18.3838,97360
1984-07-09,18.3838,18.4562,18.3838,18.3838,18605
1984-07-10,18.4562,18.4562,18.4562,18.4562,13082
1984-07-11,18.4562,18.6733,18.4562,18.601,11012
1984-07-16,18.6733,18.8181,18.6733,18.6733,7581
1984-07-17,18.6733,18.6733,18.5286,18.5286,37972
1984-07-18,18.5286,18.5286,18.4562,18.5286,81489
1984-07-19,18.5286,18.5286,18.5286,18.5286,11012
1984-07-20,18.5286,18.601,18.4562,18.601,59387
1984-07-23,18.601,18.7457,18.601,18.7457,319128
1984-07-24,18.7457,18.7457,18.6733,18.6733,21938
1984-07-25,18.6733,18.6733,18.6733,18.6733,66969
1984-07-26,18.6733,18.6733,18.6733,18.6733,103591
1984-07-27,18.6733,18.9629,18.6733,18.8181,97360
1984-07-30,18.7457,18.7457,18.5286,18.7457,209981
1984-07-31,18.6733,18.6733,18.5286,18.6733,636905
1984-08-01,18.6733,18.7457,18.6733,18.6733,75258
1984-08-02,18.7457,18.8181,18.7457,18.7457,34519
1984-08-03,18.7457,18.8905,18.7457,18.8905,80116
1984-08-06,18.9629,19.1076,18.9629,19.0352,61457
1984-08-07,19.0352,19.0352,18.9629,18.9629,57743
1984-08-09,19.0352,19.0352,19.0352,19.0352,27406
1984-08-10,18.9629,18.9629,18.9629,18.9629,523935
1984-08-14,18.9629,19.0352,18.8905,18.8905,17918
1984-08-15,18.9629,19.18,18.9629,19.18,62132
1984-08-16,19.18,19.2524,18.9629,19.2524,4871678
1984-08-17,17.5877,17.5877,17.2258,17.5877,1426528
1984-08-20,17.5877,17.7324,17.5877,17.6601,161606
1984-08-21,17.6601,17.7324,17.6601,17.7324,33811
1984-08-23,17.7324,17.7324,17.7324,17.7324,5500
1984-08-24,17.7324,17.7324,17.7324,17.7324,30380
1984-08-27,17.7324,17.7324,17.6601,17.6601,31741
1984-08-28,17.6601,17.6601,17.6601,17.6601,34519
1984-08-29,17.6601,17.7324,17.5877,17.6601,98754
1984-08-30,17.6601,17.6601,17.5877,17.5877,64235
1984-08-31,17.5877,17.5877,17.5877,17.5877,15184
1984-09-03,17.5153,17.5153,17.5153,17.5153,19313
1984-09-04,17.5153,17.5877,17.5153,17.5153,15860
1984-09-05,17.5153,17.5153,17.5153,17.5153,93907
1984-09-06,17.5153,17.5153,17.5153,17.5153,47634
1984-09-07,17.5153,17.5153,17.5153,17.5153,14465
1984-09-10,17.5153,17.5153,17.5153,17.5153,35902
1984-09-11,17.5153,17.5877,17.5153,17.5877,24835
1984-09-12,17.6601,17.6601,17.6601,17.6601,11720
1984-09-13,17.6601,17.6601,17.6601,17.6601,155125
1984-09-14,17.6601,17.7324,17.6601,17.7324,94626
1984-09-17,17.7324,17.8048,17.7324,17.7324,69071
1984-09-18,17.7324,17.7324,17.6601,17.6601,50401
1984-09-19,17.6601,17.6601,17.6601,17.6601,89778
1984-09-20,17.6601,17.6601,17.6601,17.6601,116019
1984-09-21,17.6601,17.6601,17.6601,17.6601,58679
1984-09-24,17.6601,17.6601,17.5877,17.5877,41403
1984-09-25,17.5877,17.5877,17.5877,17.5877,47634
1984-09-26,17.5877,17.5877,17.5877,17.5877,19313
1984-09-27,17.5877,17.5877,17.5877,17.5877,72459
1984-09-28,17.5877,17.6601,17.5877,17.6601,53854
1984-10-02,17.5877,17.5877,17.5153,17.5877,82861
1984-10-04,17.5153,17.5153,17.5153,17.5153,56621
1984-10-08,17.5877,17.7324,17.5877,17.7324,205831
1984-10-09,17.7324,17.7324,17.6601,17.7324,5500
1984-10-10,17.7324,17.7324,17.6601,17.7324,17243
1984-10-11,17.7324,17.7324,17.7324,17.7324,27613
1984-10-12,17.7324,17.7324,17.7324,17.7324,2734
1984-10-15,17.7324,17.7324,17.6601,17.7324,4128
1984-10-16,17.7324,17.7324,17.7324,17.7324,2734
1984-10-17,17.7324,17.7324,17.7324,17.7324,2734
1984-10-18,17.7324,17.7324,17.7324,17.7324,2734
1984-10-19,17.7324,17.7324,17.6601,17.7324,19313
1984-10-22,17.7324,17.7324,17.5877,17.7324,22079
1984-10-24,17.7324,17.7324,17.7324,17.7324,2734
1984-10-25,17.7324,17.9496,17.7324,17.9496,262811
1984-10-29,17.9496,17.9496,17.8772,17.9496,55226
1984-10-30,17.8772,17.8772,17.8772,17.8772,9629
1984-10-31,17.8772,17.9496,17.8772,17.9496,11176
1984-11-01,17.9496,18.022,17.9496,17.9496,279772
1984-11-02,18.0943,18.0943,18.0943,18.0943,2734
1984-11-05,18.0943,18.0943,17.8048,18.0943,8256
1984-11-06,18.0943,18.0943,18.0943,18.0943,414462
1984-11-07,18.0943,18.0943,18.022,18.0943,8256
1984-11-08,18.0943,18.0943,18.0943,18.0943,2734
1984-11-09,18.0943,18.0943,18.022,18.0943,163697
1984-11-12,18.0943,18.3115,18.0943,18.3115,167150
1984-11-14,18.2391,18.2391,18.2391,18.2391,27613
1984-11-15,18.2391,18.5286,18.1667,18.5286,225558
1984-11-16,18.5286,18.6733,18.5286,18.5286,28996
1984-11-19,18.5286,18.6733,18.5286,18.601,75977
1984-11-20,18.6733,18.6733,18.6733,18.6733,114658
1984-11-21,18.6733,18.6733,18.6733,18.6733,17243
1984-11-22,18.6733,18.6733,18.6733,18.6733,27613
1984-11-23,18.6733,18.7457,18.6733,18.6733,285959
1984-11-26,18.6733,18.7457,18.6733,18.7457,62132
1984-11-27,18.8181,19.1076,18.8181,19.1076,203783
1984-11-28,19.18,19.3971,19.18,19.2524,138818
1984-11-29,19.2524,19.3971,19.2524,19.3971,1503050
1984-11-30,19.3971,19.5419,19.3971,19.4695,291525
1984-12-03,19.4695,19.5419,19.4695,19.5419,29214
1984-12-04,19.5419,19.6143,19.4695,19.4695,120170
1984-12-06,19.4695,19.4695,19.4695,19.4695,179579
1984-12-07,19.4695,19.4695,19.4695,19.4695,414462
1984-12-11,19.4695,19.4695,19.3247,19.4695,392360
1984-12-12,19.4695,19.4695,19.3247,19.3247,28996
1984-12-13,19.3247,19.4695,19.3247,19.3971,31872
1984-12-14,19.2524,19.2524,19.2524,19.2524,4988
1984-12-17,19.1076,19.1076,19.0352,19.0352,10337
1984-12-18,19.0352,19.18,19.0352,19.18,165756
1984-12-20,19.0352,19.0352,18.8905,18.8905,284597
1984-12-21,18.8905,19.18,18.8905,19.18,214120
1984-12-24,19.18,19.18,19.18,19.18,22079
1984-12-25,19.18,19.18,19.18,19.18,138143
1984-12-26,19.1076,19.1076,19.0352,19.0352,254195
1984-12-28,19.0352,19.18,19.0352,19.18,168534
1985-01-02,19.0352,19.0352,19.0352,19.0352,13790
1985-01-03,19.0352,19.0352,19.0352,19.0352,2734
1985-01-04,19.0352,19.0352,18.8905,18.8905,6176
1985-01-08,18.8905,18.9629,18.8905,18.8905,31066
1985-01-09,18.8181,18.8181,18.8181,18.8181,28996
1985-01-10,18.8181,18.8181,18.8181,18.8181,19999
1985-01-14,18.7457,18.7457,18.7457,18.7457,66293
1985-01-15,18.6733,18.6733,18.601,18.601,24835
1985-01-17,18.5286,18.5286,18.4562,18.4562,4803
1985-01-18,18.601,18.7457,18.601,18.7457,7309
1985-01-21,18.7457,18.8181,18.7457,18.7457,56621
1985-01-22,18.7457,18.7457,18.6733,18.6733,91118
1985-01-23,18.6733,18.6733,18.601,18.601,76271
1985-01-24,18.601,18.6733,18.601,18.6733,18605
1985-01-25,18.6733,18.7457,18.6733,18.6733,6176
1985-01-28,18.6733,18.6733,18.601,18.601,27613
1985-01-29,18.601,18.601,18.5286,18.5286,46948
1985-01-30,18.5286,18.5286,18.5286,18.5286,9629
1985-01-31,18.5286,18.5286,18.4562,18.5286,312897
1985-02-01,18.5286,18.601,18.4562,18.4562,69746
1985-02-04,18.5286,18.601,18.5286,18.601,290109
1985-02-05,18.4562,18.4562,18.4562,18.4562,675
1985-02-06,18.5286,18.601,18.5286,18.601,5500
1985-02-07,18.6733,18.6733,18.6733,18.6733,4128
1985-02-08,18.6733,18.7457,18.6733,18.7457,11012
1985-02-11,18.7457,18.8181,18.7457,18.8181,3409
1985-02-12,18.8181,18.8905,18.8181,18.8905,446258
1985-02-13,18.8181,18.8181,18.8181,18.8181,23452
1985-02-14,18.8181,18.8181,18.7457,18.7457,37275
1985-02-15,18.8181,18.9629,18.8181,18.9629,110508
1985-02-18,18.1667,18.1667,18.0943,18.1667,124309
1985-02-19,18.1667,18.2391,18.1667,18.2391,135365
1985-02-20,18.3115,18.3115,18.3115,18.3115,165756
1985-02-21,18.3115,18.3838,18.2391,18.3115,245209
1985-02-22,18.3838,18.5286,18.3838,18.5286,625162
1985-02-25,18.5286,18.5286,18.4562,18.5286,40325
1985-02-26,18.601,18.9629,18.601,18.8905,962993
1985-02-27,18.9629,19.18,18.9629,19.1076,292157
1985-02-28,19.18,19.3247,19.18,19.3247,67677
1985-03-01,19.3247,19.3247,19.1076,19.1076,181660
1985-03-04,19.1076,19.1076,19.1076,19.1076,32449
1985-03-06,19.1076,19.1076,18.9629,19.1076,58679
1985-03-08,19.18,19.5419,19.18,19.5419,138143
1985-03-11,19.5419,20.0485,19.5419,20.0485,143796
1985-03-12,19.9761,19.9761,19.6143,19.9761,292876
1985-03-13,19.9761,20.0485,19.759,19.9761,41403
1985-03-14,19.9761,19.9761,19.9761,19.9761,13790
1985-03-15,19.9761,19.9761,19.9038,19.9038,119799
1985-03-18,19.9038,20.0485,19.9038,20.0485,131106
1985-03-19,20.0485,20.1933,19.9761,20.1933,96173
1985-03-20,20.2656,20.6999,20.2656,20.6999,102207
1985-03-21,20.6999,20.9894,20.6999,20.8447,96129
1985-03-22,20.9894,21.0618,20.9894,21.0618,56621
1985-03-25,21.0618,21.1342,20.9894,21.1342,217410
1985-03-26,21.1342,21.2066,20.9894,21.2066,34268
1985-03-27,21.1342,21.1342,21.0618,21.0618,40761
1985-03-28,21.0618,21.1342,21.0618,21.1342,18605
1985-03-29,21.0618,21.0618,21.0618,21.0618,44181
1985-04-01,21.0618,21.0618,20.9894,20.9894,9629
1985-04-02,20.9894,20.9894,20.9894,20.9894,20696
1985-04-03,20.9894,20.9894,20.917,20.917,460473
1985-04-04,20.9894,21.2789,20.9894,21.2789,425387
1985-04-05,21.2789,21.2789,21.0618,21.0618,325761
1985-04-10,21.1342,21.1342,21.0618,21.0618,109266
1985-04-11,21.0618,21.2066,20.9894,21.2066,55008
1985-04-12,21.2066,21.9303,21.1342,21.9303,133306
1985-04-16,21.9303,22.7989,21.9303,21.9303,78036
1985-04-17,21.9303,22.1475,21.7132,21.9303,275611
1985-04-18,21.9303,21.9303,21.7132,21.9303,57111
1985-04-19,21.9303,22.1475,21.9303,22.1475,71130
1985-04-22,22.1475,22.3646,22.1475,22.3646,153948
1985-04-23,22.3646,22.7989,22.1475,22.5817,137435
1985-04-24,22.5817,22.7989,22.3646,22.7989,19944
1985-04-25,22.5817,22.5817,22.3646,22.5817,29672
1985-04-26,22.5817,22.7989,22.5817,22.7989,172902
1985-04-29,22.7989,23.016,22.5817,22.5817,1507734
1985-04-30,22.3646,22.3646,21.9303,22.1475,42808
1985-05-02,22.1475,22.3646,22.1475,22.3646,69746
1985-05-03,22.1475,22.1475,22.1475,22.1475,15860
1985-05-07,22.1475,22.3646,21.9303,22.3646,72818
1985-05-08,22.1475,22.1475,22.1475,22.1475,5500
1985-05-09,22.1475,22.1475,22.1475,22.1475,25140
1985-05-10,22.1475,22.5817,22.1475,22.3646,85922
1985-05-13,22.3646,22.3646,22.3646,22.3646,6176
1985-05-14,22.3646,22.3646,22.3646,22.3646,11012
1985-05-15,22.3646,22.3646,22.3646,22.3646,19313
1985-05-16,22.3646,22.3646,22.3646,22.3646,11895
1985-05-17,22.3646,22.3646,22.3646,22.3646,41948
1985-05-20,22.3646,22.3646,22.1475,22.3646,51207
1985-05-21,22.3646,22.3646,22.3646,22.3646,169209
1985-05-22,22.3646,22.3646,22.3646,22.3646,19999
1985-05-24,22.3646,22.3646,22.3646,22.3646,56936
1985-05-27,22.3646,22.3646,22.1475,22.1475,11012
1985-05-28,22.1475,22.1475,22.1475,22.1475,44856
1985-05-29,21.9303,21.9303,21.9303,21.9303,34519
1985-05-30,21.9303,21.9303,21.9303,21.9303,19171
1985-05-31,21.9303,22.1475,21.9303,22.1475,394430
1985-06-05,21.9303,21.9303,21.7132,21.7132,42808
1985-06-06,21.7132,21.9303,21.7132,21.9303,35902
1985-06-07,21.9303,21.9303,21.7132,21.9303,201637
1985-06-10,21.9303,22.1475,21.9303,22.1475,104397
1985-06-11,22.1475,22.1475,22.1475,22.1475,59583
1985-06-12,22.1475,22.3646,22.1475,22.3646,196158
1985-06-13,22.3646,22.3646,22.3646,22.3646,127076
1985-06-14,22.3646,22.3646,22.3646,22.3646,17417
1985-06-17,22.3646,22.3646,22.3646,22.3646,25685
1985-06-18,22.1475,22.1475,21.9303,21.9303,127076
1985-06-19,21.9303,21.9303,21.7132,21.9303,327406
1985-06-20,21.9303,21.9303,21.9303,21.9303,16829
1985-06-21,21.9303,21.9303,21.9303,21.9303,58570
1985-06-24,21.9303,21.9303,21.9303,21.9303,77513
1985-06-25,21.9303,22.1475,21.7132,22.1475,72840
1985-06-26,22.1475,22.3646,22.1475,22.1475,125028
1985-06-28,22.1475,22.1475,21.9303,22.1475,21251
1985-07-02,21.9303,21.9303,21.9303,21.9303,49725
1985-07-03,21.9303,21.9303,21.9303,21.9303,5500
1985-07-04,21.7132,21.7132,21.7132,21.7132,180963
1985-07-05,21.7132,21.7856,21.7132,21.7856,83570
1985-07-08,21.7856,21.7856,21.7856,21.7856,35902
1985-07-09,21.5684,21.5684,21.5684,21.5684,13790
1985-07-10,21.6408,21.6408,21.6408,21.6408,675
1985-07-11,21.6408,21.7132,21.6408,21.7132,34127
1985-07-12,21.858,22.0027,21.858,22.0027,20696
1985-07-15,22.0027,22.0027,22.0027,22.0027,60771
1985-07-16,22.0027,22.2198,22.0027,22.2198,63516
1985-07-18,22.0027,22.0027,22.0027,22.0027,19999
1985-07-19,22.0027,22.0027,22.0027,22.0027,675
1985-07-22,22.0027,22.0027,22.0027,22.0027,4128
1985-07-23,22.0027,22.0027,22.0027,22.0027,1350
1985-07-24,22.0027,22.2198,22.0027,22.2198,61021
1985-07-25,22.437,22.437,22.437,22.437,157478
1985-07-26,22.437,22.437,22.437,22.437,291503
1985-07-29,22.437,22.437,22.437,22.437,74583
1985-07-30,22.2198,22.2198,22.2198,22.2198,2494
1985-07-31,22.2198,22.2198,22.2198,22.2198,201147
1985-08-02,22.2198,22.2198,22.2198,22.2198,4803
1985-08-05,22.2198,22.2198,22.2198,22.2198,13790
1985-08-06,22.0027,22.0027,22.0027,22.0027,9411
1985-08-07,22.0027,22.0027,22.0027,22.0027,27613
1985-08-08,22.2198,22.2198,22.2198,22.2198,11012
1985-08-09,22.0027,22.0027,22.0027,22.0027,138143
1985-08-13,22.0027,22.0027,22.0027,22.0027,38386
1985-08-14,21.7856,21.7856,21.7856,21.7856,99462
1985-08-15,21.7856,21.7856,21.7856,21.7856,1350
1985-08-16,21.7856,21.7856,21.7856,21.7856,89778
1985-08-20,21.7856,21.7856,21.5684,21.7856,3263587
1985-08-21,20.6999,20.6999,20.4828,20.6999,534381
1985-08-22,20.6999,20.6999,20.6999,20.6999,19313
1985-08-23,20.6999,20.6999,20.5552,20.6999,42808
1985-08-26,20.6275,20.6275,20.338,20.338,8256
1985-08-27,20.4104,20.4828,20.4104,20.4828,8398
1985-08-28,20.4104,20.4104,20.4104,20.4104,8256
1985-08-29,20.4104,20.4828,20.4104,20.4104,28996
1985-08-30,20.4104,20.4104,20.2656,20.4104,308474
1985-09-02,20.4104,20.4828,20.4104,20.4828,28996
1985-09-03,20.5552,20.5552,20.5552,20.5552,30380
1985-09-04,20.6275,20.6275,20.6275,20.6275,5500
1985-09-05,20.6275,20.6275,20.6275,20.6275,10468
1985-09-06,20.5552,20.5552,20.4828,20.5552,38647
1985-09-09,20.2656,20.2656,20.2656,20.2656,72524
1985-09-11,20.4828,20.4828,20.4828,20.4828,675
1985-09-12,20.338,20.338,20.338,20.338,5500
1985-09-13,20.2656,20.2656,20.1209,20.1209,8256
1985-09-17,20.1209,20.1209,20.1209,20.1209,2984
1985-09-18,20.1209,20.6275,20.1209,20.1933,259718
1985-09-19,20.1933,20.1933,20.0485,20.0485,12406
1985-09-23,20.0485,20.0485,20.0485,20.0485,3409
1985-09-24,19.9761,19.9761,19.6143,19.6866,19999
1985-09-25,19.6866,19.6866,19.5419,19.5419,49725
1985-09-26,19.5419,19.8314,19.5419,19.8314,41403
1985-09-27,19.8314,19.8314,19.8314,19.8314,9988
1985-09-30,19.8314,19.8314,19.759,19.759,7418
1985-10-02,19.5419,19.5419,19.5419,19.5419,35902
1985-10-03,19.5419,19.6143,19.5419,19.5419,12548
1985-10-04,19.5419,19.5419,19.3247,19.3247,11012
1985-10-07,19.3247,19.3247,19.1076,19.1076,11720
1985-10-08,19.18,19.18,19.18,19.18,5500
1985-10-09,19.18,19.2524,19.18,19.2524,8605
1985-10-10,19.2524,19.5419,19.2524,19.5419,24421
1985-10-11,19.5419,19.8314,19.5419,19.759,64910
1985-10-14,19.8314,19.9038,19.8314,19.8314,9629
1985-10-15,19.8314,19.8314,19.8314,19.8314,9629
1985-10-17,19.759,19.759,19.6866,19.759,270088
1985-10-18,19.759,19.759,19.759,19.759,22079
1985-10-21,19.759,19.8314,19.759,19.8314,280447
1985-10-25,19.759,19.759,19.759,19.759,27613
1985-10-28,19.6866,19.6866,19.6866,19.6866,5500
1985-10-29,19.6866,19.6866,19.6866,19.6866,5500
1985-10-30,19.6143,19.6143,19.6143,19.6143,22559
1985-10-31,19.6143,19.6866,19.6143,19.6143,33462
1985-11-01,19.6143,19.6143,19.6143,19.6143,22079
1985-11-05,19.4695,19.4695,19.4695,19.4695,2734
1985-11-06,19.3971,19.3971,19.3247,19.3247,82861
1985-11-07,19.3247,19.3247,19.3247,19.3247,867637
1985-11-08,19.3247,19.5419,19.3247,19.5419,43625
1985-11-11,19.5419,19.6143,19.5419,19.5419,29813
1985-11-12,19.5419,19.5419,19.2524,19.2524,955379
1985-11-18,19.2524,19.2524,19.18,19.2524,58679
1985-11-19,19.1076,19.1076,19.0352,19.0352,27613
1985-11-22,19.0352,19.1076,18.8905,19.1076,58004
1985-11-25,19.0352,19.0352,19.0352,19.0352,6884
1985-11-26,18.8905,18.8905,18.8181,18.8181,41403
1985-11-27,18.8905,19.0352,18.8905,19.0352,17243
1985-11-28,18.8181,18.8181,18.8181,18.8181,10337
1985-12-02,18.7457,18.7457,18.7457,18.7457,15184
1985-12-03,18.7457,19.0352,18.4562,19.0352,17243
1985-12-04,18.4562,18.4562,17.7324,17.7324,168741
1985-12-06,17.5877,17.5877,17.5153,17.5153,326219
1985-12-09,17.5153,17.5877,17.5153,17.5153,966773
1985-12-11,17.3706,17.3706,17.2258,17.2258,161606
1985-12-12,17.1534,17.1534,17.1534,17.1534,8550
1985-12-13,17.1534,17.1534,17.081,17.081,19999
1985-12-16,17.081,17.081,17.081,17.081,2734
1985-12-17,17.081,17.1534,17.081,17.1534,32831
1985-12-18,17.081,17.081,17.081,17.081,22166
1985-12-19,17.0087,17.0087,17.0087,17.0087,17918
1985-12-20,16.9363,16.9363,16.502,16.502,692861
1985-12-23,16.502,16.502,16.3573,16.3573,365161
1985-12-24,16.2849,16.2849,16.2125,16.2849,359551
1985-12-25,16.1401,16.1401,16.0678,16.0678,101161
1985-12-26,16.2125,16.2849,16.2125,16.2849,41403
1985-12-27,16.4297,16.4297,16.4297,16.4297,1350
1985-12-30,16.4297,16.4297,16.3573,16.4297,15184
1986-01-02,16.4297,16.5744,16.4297,16.5744,12406
1986-01-03,16.502,16.502,16.4297,16.4297,22079
1986-01-06,16.3573,16.3573,16.2849,16.2849,7581
1986-01-07,16.2849,16.2849,16.2849,16.2849,12406
1986-01-08,16.3573,16.3573,16.3573,16.3573,1241
1986-01-09,16.4297,16.7915,16.4297,16.7192,32449
1986-01-10,16.7192,16.7192,16.6468,16.6468,9629
1986-01-13,16.5744,16.5744,16.5744,16.5744,13790
1986-01-14,16.4297,16.4297,16.4297,16.4297,3126
1986-01-15,16.3573,16.3573,16.3573,16.3573,11012
1986-01-16,16.4297,16.502,16.4297,16.4297,4444
1986-01-17,16.502,16.5744,16.502,16.5744,4128
1986-01-20,16.6468,16.7192,16.6468,16.6468,8256
1986-01-21,16.7192,16.7192,16.7192,16.7192,2734
1986-01-22,17.0087,17.0087,17.0087,17.0087,4945
1986-01-23,17.0087,17.2258,17.0087,17.2258,6176
1986-01-24,17.5153,17.6601,17.5153,17.6601,3409
1986-01-30,17.6601,17.7324,17.5877,17.5877,2047
1986-01-31,17.6601,17.6601,17.6601,17.6601,27613
1986-02-03,17.5877,17.5877,17.5877,17.5877,2047
1986-02-04,17.5877,17.5877,17.5877,17.5877,3158
1986-02-05,17.5153,17.5153,17.5153,17.5153,14465
1986-02-07,17.2258,17.2258,17.2258,17.2258,2734
1986-02-12,17.3706,17.3706,17.3706,17.3706,3409
1986-02-13,17.3706,17.3706,17.3706,17.3706,21382
1986-02-14,17.3706,17.3706,17.3706,17.3706,13790
1986-02-17,17.3706,17.3706,17.3706,17.3706,675
1986-02-18,17.3706,17.3706,17.3706,17.3706,5500
